time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-08-01T17:51:58.750Z,19.3716659545898,-155.218338012695,1.86000001430511,1.79999995,md,31,74,,0.119999997,hv,hv72070742,2020-08-01T17:55:24.130Z,"8 km SSE of Volcano, Hawaii",earthquake,0.3,0.209999993,0.879999995,23,automatic,hv,hv
2020-08-01T17:50:11.850Z,48.1503333333333,-122.8215,25.47,1.33,ml,15,81,0.1759,0.24,uw,uw61664986,2020-08-01T21:10:17.110Z,"5 km NW of Port Townsend, Washington",earthquake,0.48,1.22,0.183507438123957,9,reviewed,uw,uw
2020-08-01T17:35:52.240Z,35.6358333,-117.4136667,4.84,1.45,ml,17,101,0.06314,0.15,ci,ci39326631,2020-08-03T13:54:56.812Z,"15km SSW of Trona, CA",earthquake,0.36,0.64,0.166,17,reviewed,ci,ci
2020-08-01T17:34:42.930Z,35.6361667,-117.4128333,5.62,1.04,ml,27,70,0.06383,0.16,ci,ci39326623,2020-08-04T22:58:46.460Z,"15km SSW of Trona, CA",earthquake,0.23,0.75,0.159,13,reviewed,ci,ci
2020-08-01T17:31:52.890Z,38.046,-118.7313333,-0.23,2.22,md,27,90,0.2718,0.05,nc,nc73436986,2020-08-04T00:18:01.516Z,"31km SE of Bodie, CA",earthquake,0.29,1,0.194,33,reviewed,nc,nc
2020-08-01T17:27:28.650Z,38.1822,-117.7605,9.8,1.6,ml,16,94.94,0.026,0.11,nn,nn00764938,2020-08-01T17:32:58.547Z,"38 km SE of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-08-01T17:21:32.200Z,19.2363338470459,-155.414169311523,32.7099990844727,2.3599999,md,46,125,,0.129999995,hv,hv72070722,2020-08-01T17:26:20.420Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.56,0.790000021,0.270000011,25,automatic,hv,hv
2020-08-01T17:16:22.170Z,35.7843333,-120.3261667,5.15,0.9,md,32,92,0.01593,0.05,nc,nc73436981,2020-08-04T02:11:03.930Z,"8km NNW of Cholame, CA",earthquake,0.25,0.33,0.074,11,reviewed,nc,nc
2020-08-01T17:15:17.230Z,36.8476667,-121.5823333,5.58,2,md,51,29,0.01262,0.19,nc,nc73436976,2020-08-04T04:22:02.785Z,"4km W of San Juan Bautista, CA",earthquake,0.27,0.58,0.242,41,reviewed,nc,nc
2020-08-01T17:14:45.000Z,19.2304992675781,-155.40950012207,32.9000015258789,1.83000004,md,45,141,,0.129999995,hv,hv72070707,2020-08-01T17:18:14.470Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.58,0.860000014,1.26999998,12,automatic,hv,hv
2020-08-01T17:13:44.053Z,44.5085,-115.228,18.31,2.7,ml,,54,0.423,1.18,us,us6000b80s,2020-08-02T14:51:12.950Z,"39 km NW of Stanley, Idaho",earthquake,2,9.6,0.039,88,reviewed,us,us
2020-08-01T17:10:20.538Z,38.1376,-118.0907,2,1.8,ml,23,116.37,0.038,0.1662,nn,nn00764933,2020-08-03T20:15:20.592Z,"28 km S of Mina, Nevada",earthquake,,0.9,0.4,8,reviewed,nn,nn
2020-08-01T17:09:01.608Z,7.2781,124.1199,480.6,6.4,mww,,13,1.462,1.04,us,us6000b80p,2020-08-04T14:32:09.757Z,"11 km SE of Litayan, Philippines",earthquake,8.4,2.7,0.027,129,reviewed,us,us
2020-08-01T17:07:20.310Z,19.376,-155.171666666667,2.6,1.98,ml,29,80,,0.11,hv,hv72070687,2020-08-06T23:43:42.330Z,"9 km SE of Volcano, Hawaii",earthquake,0.35,0.42,0.0971017402568674,13,reviewed,hv,hv
2020-08-01T17:06:56.920Z,19.2016658782959,-155.473007202148,31.3600006103516,2.0999999,md,47,92,,0.119999997,hv,hv72070692,2020-08-01T17:13:22.550Z,"0 km ESE of Pāhala, Hawaii",earthquake,0.5,0.649999976,1.61000001,18,automatic,hv,hv
2020-08-01T17:03:11.401Z,54.7122,-161.071,25.6,1.5,ml,,,,0.75,ak,ak0209u75bj2,2020-08-04T05:11:51.207Z,"78 km SSW of Sand Point, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-08-01T16:55:46.160Z,38.054,-118.7192,5.7,1,ml,12,124.87,0.264,0.04,nn,nn00764932,2020-08-01T17:11:12.493Z,"33 km NW of Benton, California",earthquake,,9,,,automatic,nn,nn
2020-08-01T16:55:07.121Z,59.6076,-152.87,98.2,1.7,ml,,,,0.39,ak,ak0209u6v07t,2020-08-04T05:11:50.872Z,"60 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-08-01T16:47:36.541Z,61.3435,-147.8787,5.6,1.4,ml,,,,0.67,ak,ak0209u6tcu2,2020-08-04T05:11:50.503Z,"53 km SSW of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-08-01T16:43:41.320Z,32.9186667,-116.2745,10.37,0.85,ml,26,82,0.04329,0.16,ci,ci39326575,2020-08-05T16:47:05.130Z,"26km ENE of Pine Valley, CA",earthquake,0.22,0.44,0.18,6,reviewed,ci,ci
2020-08-01T16:37:58.522Z,31.9338,-102.3113,5,2.8,mb_lg,,69,0.274,0.34,us,us6000b80c,2020-08-02T20:35:05.223Z,"western Texas",earthquake,1.2,1.7,0.048,115,reviewed,us,us
2020-08-01T16:37:54.753Z,58.7884,-153.7368,0,1.3,ml,,,,0.74,ak,ak0209u6r909,2020-08-04T05:11:50.165Z,"93 km SE of Kokhanok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-01T16:36:09.430Z,38.145,-117.9118,13,0.5,ml,10,110.76,0.03,0.03,nn,nn00764930,2020-08-01T16:41:52.797Z,"32 km SSE of Mina, Nevada",earthquake,,5.9,,,automatic,nn,nn
2020-08-01T16:30:43.009Z,60.4223,-150.7279,42.5,1.1,ml,,,,0.2,ak,ak0209u6pq5o,2020-08-04T05:11:49.864Z,"9 km SSE of Funny River, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-08-01T16:28:38.670Z,35.9158333,-117.6851667,8.89,1.47,ml,29,51,0.04267,0.12,ci,ci39326567,2020-08-05T16:37:35.046Z,"20km E of Little Lake, CA",earthquake,0.14,0.31,0.127,21,reviewed,ci,ci
2020-08-01T16:28:32.300Z,54.1343333333333,-165.941,4.79,-1.15,ml,8,98,,0.26,av,av91001418,2020-08-04T20:35:21.020Z,"10 km W of Akutan, Alaska",earthquake,0.46,0.79,0.275605816421486,7,reviewed,av,av
2020-08-01T16:28:04.870Z,38.8069992,-122.8206635,3.03,0.32,md,9,81,0.01513,0.02,nc,nc73436956,2020-08-01T17:39:04.747Z,"6km WNW of The Geysers, CA",earthquake,0.57,1.2,0.24,2,automatic,nc,nc
2020-08-01T16:24:35.820Z,20.0768333333333,-155.631333333333,17.31,1.97,md,39,203,,0.16,hv,hv72070627,2020-08-04T05:22:23.770Z,"7 km NE of Waimea, Hawaii",earthquake,0.63,1.98,0.0685574528891795,18,reviewed,hv,hv
2020-08-01T16:24:35.565Z,-6.1779,108.1537,10,4.3,mb,,121,1.37,0.97,us,us6000ba4g,2020-08-09T16:29:31.040Z,"24 km NW of Indramayu, Indonesia",earthquake,3.4,1.9,0.178,9,reviewed,us,us
2020-08-01T16:21:39.950Z,38.1493,-117.9756,11.4,1.9,ml,30,52.75,0.016,0.2025,nn,nn00764926,2020-08-03T21:01:49.121Z,"29 km SSE of Mina, Nevada",earthquake,,0.7,0.41,7,reviewed,nn,nn
2020-08-01T16:16:43.680Z,35.819,-117.6636667,-0.13,0.65,ml,8,117,0.08292,0.27,ci,ci37451837,2020-08-05T16:28:15.019Z,"22km N of Ridgecrest, CA",earthquake,0.86,2.04,0.094,1,reviewed,ci,ci
2020-08-01T16:16:41.450Z,35.7921667,-117.6116667,11.38,0.81,ml,20,49,0.1256,0.08,ci,ci39326543,2020-08-05T16:23:09.457Z,"19km W of Searles Valley, CA",earthquake,0.14,0.39,0.223,5,reviewed,ci,ci
2020-08-01T16:13:32.090Z,35.8953333,-117.7043333,6.5,0.1,ml,17,53,0.06833,0.12,ci,ci39326551,2020-08-03T18:27:42.857Z,"19km ESE of Little Lake, CA",earthquake,0.2,0.54,0.055,3,reviewed,ci,ci
2020-08-01T16:05:14.980Z,33.4131667,-116.433,13.79,0.63,ml,11,83,0.1023,0.13,ci,ci39326535,2020-08-03T16:43:27.290Z,"18km NNW of Borrego Springs, CA",earthquake,0.34,0.81,0.063,2,reviewed,ci,ci
2020-08-01T15:54:48.190Z,34.2913333,-118.4455,8.67,1.12,ml,22,69,0.02947,0.18,ci,ci39326527,2020-08-05T14:09:43.350Z,"1km NW of San Fernando, CA",earthquake,0.27,0.51,0.08,15,reviewed,ci,ci
2020-08-01T15:47:08.840Z,38.1565,-117.5885,28.5,0.5,ml,10,107.85,0.028,0.18,nn,nn00764924,2020-08-01T16:22:52.767Z,"32 km WNW of Tonopah, Nevada",earthquake,,5.3,,,automatic,nn,nn
2020-08-01T15:46:33.460Z,39.2378333,-123.1056667,5.3,1.01,md,10,126,0.09771,0.04,nc,nc73436946,2020-08-02T08:32:04.592Z,"9km ESE of Redwood Valley, CA",earthquake,0.36,1.37,0.212,8,reviewed,nc,nc
2020-08-01T15:41:59.070Z,40.6141667,-121.3675,3.26,0.74,md,11,135,0.1659,0.03,nc,nc73436941,2020-08-03T22:02:03.612Z,"28km ENE of Viola, CA",earthquake,0.6,3.04,0.323,10,reviewed,nc,nc
2020-08-01T15:38:30.000Z,53.8645,-166.7465,8.28,1.33,ml,11,97,,0.14,av,av91106301,2020-08-04T20:19:02.720Z,"13 km WSW of Dutch Harbor, Alaska",earthquake,0.38,0.33,0.260034089082429,10,reviewed,av,av
2020-08-01T15:36:30.460Z,53.8608333333333,-166.744,7.98,1.09,ml,9,96,,0.09,av,av91106296,2020-08-04T20:15:56.990Z,"13 km WSW of Dutch Harbor, Alaska",earthquake,0.29,0.3,0.255284583148351,8,reviewed,av,av
2020-08-01T15:33:12.830Z,33.5966667,-116.8068333,6.17,0.35,ml,20,79,0.03579,0.09,ci,ci39326519,2020-08-04T20:57:30.740Z,"13km WNW of Anza, CA",earthquake,0.2,0.4,0.26,3,reviewed,ci,ci
2020-08-01T15:31:53.100Z,36.1066667,-117.8525,3.84,0.91,ml,18,72,0.01106,0.1,ci,ci39326511,2020-08-04T20:53:13.692Z,"11km NE of Coso Junction, CA",earthquake,0.19,0.2,0.149,5,reviewed,ci,ci
2020-08-01T15:21:23.030Z,37.651,-118.9358333,2.43,0.68,md,16,83,0.01534,0.05,nc,nc73436936,2020-08-01T17:26:04.674Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.25,0.56,0.156,14,reviewed,nc,nc
2020-08-01T15:13:13.580Z,38.1912,-117.9195,0.1,0.8,ml,13,134.63,0.015,0.15,nn,nn00764921,2020-08-01T15:49:13.619Z,"27 km SE of Mina, Nevada",earthquake,,8.6,,,automatic,nn,nn
2020-08-01T15:03:56.850Z,38.1488,-118.0138,2.1,0.8,ml,12,162.11,0.033,0.09,nn,nn00764918,2020-08-01T15:07:13.524Z,"28 km SSE of Mina, Nevada",earthquake,,10.2,,,automatic,nn,nn
2020-08-01T15:01:33.065Z,1.8199,127.4244,99.52,4.4,mb,,105,1.042,1.01,us,us6000b804,2020-08-01T16:04:09.040Z,"65 km W of Tobelo, Indonesia",earthquake,11.1,10.2,0.105,26,reviewed,us,us
2020-08-01T14:55:31.590Z,38.2093,-117.853,11.9,1.1,ml,10,154.85,0.049,0.13,nn,nn00764916,2020-08-01T15:05:12.355Z,"30 km SE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-08-01T14:53:24.985Z,54.8691,-160.2882,27.33,3.2,ml,,162,0.405,0.78,us,us6000b800,2020-08-04T05:11:42.858Z,"53 km SSE of Sand Point, Alaska",earthquake,6.5,12.7,0.077,22,reviewed,us,us
2020-08-01T14:53:00.210Z,38.7865,-122.7671667,1.43,0.96,md,41,80,0.01526,0.04,nc,nc73436931,2020-08-04T00:34:03.014Z,"1km NW of The Geysers, CA",earthquake,0.17,0.24,0.13,8,reviewed,nc,nc
2020-08-01T14:51:17.540Z,19.2218341827393,-155.419326782227,32.6199989318848,1.99000001,md,49,140,,0.119999997,hv,hv72070507,2020-08-01T14:54:29.260Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.78,0.829999983,1.59000003,10,automatic,hv,hv
2020-08-01T14:51:13.290Z,38.1832,-117.9945,4.7,1.4,ml,13,101.38,0.022,0.08,nn,nn00764914,2020-08-01T14:57:14.611Z,"25 km SSE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-08-01T14:49:03.620Z,19.4125,-155.236,0.56,0.7,md,23,137,,0.13,hv,hv72070502,2020-08-06T23:50:49.750Z,"3 km S of Volcano, Hawaii",earthquake,0.18,0.17,0.103599279373718,7,reviewed,hv,hv
2020-08-01T14:42:49.090Z,40.7195,-112.0655,9.06,0.33,md,10,87,0.0353,0.1,uu,uu60404482,2020-08-03T17:56:28.570Z,"3 km ENE of Magna, Utah",earthquake,0.54,0.76,0.297,3,reviewed,uu,uu
2020-08-01T14:37:45.090Z,36.31283333,-98.18733333,5.63,1.54,ml,62,67,0.02339540902,0.26,ok,ok2020pahc,2020-08-03T17:46:47.227Z,"7 km N of Ames, Oklahoma",earthquake,,0.5,0.18,23,reviewed,ok,ok
2020-08-01T14:29:34.790Z,17.875,-66.8393,12,2.39,md,21,226,0.2256,0.32,pr,pr2020214010,2020-08-10T02:41:12.732Z,"12 km SSE of Maria Antonia, Puerto Rico",earthquake,0.9,0.6,0.25,14,reviewed,pr,pr
2020-08-01T14:27:22.196Z,60.3064,-150.8422,64.7,2.1,ml,,,,0.4,ak,ak0209u5i65y,2020-08-04T05:11:35.758Z,"22 km SSW of Funny River, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-08-01T14:21:26.820Z,51.5216666666667,-177.162833333333,-3.19,1.21,ml,6,297,,0.2,av,av91001413,2020-08-04T20:10:19.830Z,"53 km SW of Adak, Alaska",earthquake,1.06,1.19,0.188124532454309,6,reviewed,av,av
2020-08-01T14:19:50.960Z,35.672,-117.4855,4.42,0.39,ml,15,104,0.0874,0.15,ci,ci39326431,2020-08-03T16:37:08.106Z,"13km SW of Searles Valley, CA",earthquake,0.39,1.29,0.222,3,reviewed,ci,ci
2020-08-01T14:10:28.300Z,38.1843,-117.7517,13.3,0.9,ml,10,102.62,0.054,0.1,nn,nn00764913,2020-08-01T14:52:33.418Z,"38 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-08-01T14:07:15.998Z,54.9619,-163.5768,34,1.5,ml,,,,0.77,ak,ak0209u5dvi5,2020-08-04T05:11:28.909Z,"16 km NW of False Pass, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-01T13:59:49.790Z,36.5316667,-121.1008333,9.05,1.27,md,18,96,0.06795,0.08,nc,nc73436926,2020-08-02T10:22:04.930Z,"4km E of Pinnacles, CA",earthquake,0.29,0.87,0.307,16,reviewed,nc,nc
2020-08-01T13:57:20.820Z,64.0488,-149.9545,15.6,1.1,ml,,,,0.44,ak,ak0209u535yo,2020-08-04T05:11:28.547Z,"41 km W of Ferry, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-01T13:54:54.094Z,57.9913,-153.6104,55.8,1.3,ml,,,,0.18,ak,ak0209u52ldt,2020-08-04T05:11:28.232Z,"42 km W of Aleneva, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-08-01T13:52:47.047Z,61.48,-149.8429,33.9,1,ml,,,,0.51,ak,ak0209u525eo,2020-08-04T05:11:27.838Z,"6 km WNW of Knik, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-08-01T13:50:01.290Z,39.3173333,-122.789,5.23,1.57,md,18,74,0.1915,0.07,nc,nc73436921,2020-08-02T09:56:03.767Z,"18km SE of Lake Pillsbury, CA",earthquake,0.2,1.41,0.223,20,reviewed,nc,nc
2020-08-01T13:46:58.290Z,36.19,-117.8883333,1.4,1.63,ml,18,61,0.07718,0.21,ci,ci39326391,2020-08-03T13:58:02.674Z,"15km SE of Olancha, CA",earthquake,0.43,0.75,0.183,24,reviewed,ci,ci
2020-08-01T13:43:48.030Z,44.5441667,-115.2501667,12.13,2.15,ml,10,82,0.452,0.19,mb,mb80454009,2020-08-01T16:34:42.570Z,"43 km NW of Stanley, Idaho",earthquake,0.58,0.92,0.257,9,reviewed,mb,mb
2020-08-01T13:42:11.160Z,32.587,-117.0185,16.13,1.49,ml,24,110,0.05708,0.16,ci,ci37451805,2020-08-04T18:54:02.978Z,"5km NNE of San Ysidro, CA",earthquake,0.31,0.52,0.175,6,reviewed,ci,ci
2020-08-01T13:41:52.270Z,32.3721667,-115.3945,15.98,2.34,ml,26,114,0.08922,0.28,ci,ci39326375,2020-08-04T18:47:39.956Z,"19km W of Delta, B.C., MX",earthquake,0.47,1.39,0.14,46,reviewed,ci,ci
2020-08-01T13:41:07.480Z,34.1788333,-116.4386667,8.51,1.13,ml,36,39,0.03261,0.14,ci,ci39326367,2020-08-04T18:13:58.618Z,"7km N of Yucca Valley, CA",earthquake,0.17,0.36,0.18,26,reviewed,ci,ci
2020-08-01T13:36:23.290Z,19.1940002441406,-155.398834228516,31.4699993133545,1.79999995,md,40,169,,0.129999995,hv,hv72070442,2020-08-01T13:39:30.280Z,"8 km E of Pāhala, Hawaii",earthquake,0.57,0.680000007,0.899999976,3,automatic,hv,hv
2020-08-01T13:33:55.132Z,60.7616,-149.6977,41.7,1.2,ml,,,,0.23,ak,ak0209u4y3fd,2020-08-04T05:11:27.519Z,"17 km S of Hope, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-08-01T13:29:22.590Z,35.6048333,-117.4116667,8.96,1.88,ml,25,71,0.04506,0.17,ci,ci39326351,2020-08-03T13:58:18.939Z,"18km S of Trona, CA",earthquake,0.32,0.78,0.136,26,reviewed,ci,ci
2020-08-01T13:26:15.550Z,17.8726,-66.8538,7,3.33,md,22,217,0.2136,0.15,pr,pr2020214001,2020-08-01T21:29:02.582Z,"12 km SSE of Maria Antonia, Puerto Rico",earthquake,0.56,0.49,0.18,21,reviewed,pr,pr
2020-08-01T13:24:58.530Z,64.4897,-149.3958,14.6,1.2,ml,,,,0.54,ak,ak0209u4w68s,2020-08-04T05:11:27.155Z,"16 km WSW of Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-01T13:16:31.470Z,38.1947,-118.162,4,0.7,ml,9,177.08,0.092,0.05,nn,nn00764910,2020-08-01T13:30:11.964Z,"22 km SSW of Mina, Nevada",earthquake,,9.1,,,automatic,nn,nn
2020-08-01T13:15:04.240Z,38.8241667,-122.788,1.35,0.2,md,5,153,0.0123,0.02,nc,nc73436911,2020-08-04T00:19:02.520Z,"6km W of Cobb, CA",earthquake,0.55,1.04,,1,reviewed,nc,nc
2020-08-01T13:13:45.490Z,17.9478,-66.916,13,2.67,md,18,193,0.13,0.25,pr,pr2020214008,2020-08-10T02:40:55.532Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.75,0.47,0.3,15,reviewed,pr,pr
2020-08-01T13:09:54.300Z,32.4978333,-116.2091667,19.3,1.19,ml,18,90,0.1622,0.14,ci,ci39326343,2020-08-01T19:53:31.460Z,"27km ESE of Campo, CA",earthquake,0.28,0.44,0.276,10,reviewed,ci,ci
2020-08-01T13:02:09.010Z,17.9456,-66.9045,13,2.59,md,19,193,0.1417,0.25,pr,pr2020214006,2020-08-10T02:40:37.173Z,"2 km S of Guánica, Puerto Rico",earthquake,0.74,0.46,0.46,14,reviewed,pr,pr
2020-08-01T13:01:48.470Z,38.1453,-118.0315,4.2,1.7,ml,15,109.12,0.029,0.17,nn,nn00764907,2020-08-01T13:18:15.143Z,"28 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-08-01T12:57:53.530Z,17.8691,-66.8616,6,2.82,md,22,218,0.2084,0.35,pr,pr2020214005,2020-08-10T02:40:16.924Z,"12 km SSE of Guánica, Puerto Rico",earthquake,0.78,0.6,0.25,18,reviewed,pr,pr
2020-08-01T12:54:04.080Z,17.9316,-66.9146,10,2.88,md,22,200,0.135,0.2,pr,pr2020214004,2020-08-10T02:40:03.716Z,"4 km S of Guánica, Puerto Rico",earthquake,0.46,0.48,0.27,20,reviewed,pr,pr
2020-08-01T12:47:32.040Z,38.8233337,-122.856163,2.13,0.34,md,15,68,0.004242,0.02,nc,nc73436906,2020-08-01T14:10:03.513Z,"10km WNW of The Geysers, CA",earthquake,0.28,0.53,0.24,2,automatic,nc,nc
2020-08-01T12:44:53.110Z,58.2613333333333,-154.973833333333,3.62,-0.49,ml,7,176,,0.07,av,av91001408,2020-08-04T20:02:26.330Z,"83 km NNW of Karluk, Alaska",earthquake,0.59,1.1,0.279497951698015,6,reviewed,av,av
2020-08-01T12:43:43.280Z,19.1755,-155.456666666667,32.05,1.98,md,58,125,,0.11,hv,hv72070402,2020-08-04T03:42:51.700Z,"3 km SE of Pāhala, Hawaii",earthquake,0.44,0.61,0.20371818655731,27,reviewed,hv,hv
2020-08-01T12:39:25.330Z,36.1831667,-120.7456667,8.65,1.47,md,21,163,0.05558,0.17,nc,nc73436901,2020-08-02T09:28:03.952Z,"23km NE of San Ardo, CA",earthquake,0.74,0.47,0.22,16,reviewed,nc,nc
2020-08-01T12:33:21.010Z,35.9841667,-117.6783333,2.03,0.89,ml,19,63,0.04271,0.11,ci,ci39326327,2020-08-04T18:03:30.209Z,"21km ENE of Little Lake, CA",earthquake,0.14,0.15,0.111,10,reviewed,ci,ci
2020-08-01T12:14:58.232Z,-9.3346,156.1642,10,4.9,mb,,45,3.734,0.99,us,us6000b7yn,2020-08-01T12:33:27.040Z,"155 km SSW of Gizo, Solomon Islands",earthquake,6.6,1.9,0.049,129,reviewed,us,us
2020-08-01T12:14:16.130Z,38.1608,-117.9158,11.3,0.5,ml,12,106.98,0.024,0.05,nn,nn00764904,2020-08-01T13:02:53.140Z,"30 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-08-01T12:12:32.460Z,38.7871666,-122.7678299,1.73,0.91,md,16,127,0.01681,0.03,nc,nc73436896,2020-08-01T12:51:05.994Z,"2km NW of The Geysers, CA",earthquake,0.28,0.55,0.1,4,automatic,nc,nc
2020-08-01T12:10:25.140Z,35.6685,-117.5271667,4.56,0.61,ml,22,77,0.09745,0.13,ci,ci39326319,2020-08-04T17:58:24.493Z,"14km ENE of Ridgecrest, CA",earthquake,0.18,0.55,0.12,5,reviewed,ci,ci
2020-08-01T11:58:55.550Z,38.0458333,-118.7323333,6.08,1.92,md,29,91,0.2725,0.12,nc,nc73436891,2020-08-05T00:16:00.545Z,"31km SE of Bodie, CA",earthquake,0.36,4.28,0.223,24,reviewed,nc,nc
2020-08-01T11:50:39.010Z,38.1722,-117.9738,0.1,1.4,ml,17,80.69,0.03,0.09,nn,nn00764897,2020-08-01T12:00:14.128Z,"26 km SSE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-08-01T11:37:21.270Z,38.0458333,-118.7358333,0.57,2.19,md,26,91,0.2743,0.06,nc,nc73436881,2020-08-06T07:36:05.680Z,"30km SE of Bodie, CA",earthquake,0.24,2.37,0.129,23,reviewed,nc,nc
2020-08-01T11:36:21.320Z,38.0511667,-118.7361667,5.4,2.78,md,39,74,0.2705,0.06,nc,nc73436876,2020-08-04T03:37:03.479Z,"30km SE of Bodie, CA",earthquake,0.27,3.15,0.245,43,reviewed,nc,nc
2020-08-01T11:36:14.909Z,61.9837,-149.8683,33.3,1.2,ml,,,,1.01,ak,ak0209u3rs7n,2020-08-04T05:11:26.756Z,"19 km S of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-08-01T11:27:02.040Z,36.1091667,-117.8535,3.45,0.7,ml,7,128,0.008468,0.05,ci,ci37451797,2020-08-04T17:49:45.366Z,"11km NE of Coso Junction, CA",earthquake,0.23,0.26,0.37,3,reviewed,ci,ci
2020-08-01T11:27:00.850Z,35.6685,-117.4825,7.29,0.96,ml,21,86,0.08348,0.14,ci,ci39326295,2020-08-04T17:45:35.325Z,"13km SSW of Searles Valley, CA",earthquake,0.22,0.58,0.107,3,reviewed,ci,ci
2020-08-01T11:22:29.630Z,51.7045,-177.109,10.79,2.45,ml,20,206,,0.22,av,av91106171,2020-08-04T19:58:56.480Z,"37 km WSW of Adak, Alaska",earthquake,0.68,1.16,0.225694934663186,23,reviewed,av,av
2020-08-01T11:21:47.230Z,17.8868,-66.8426,14,2.82,md,21,211,0.2179,0.2,pr,pr2020214003,2020-08-03T21:29:21.580Z,"11 km SSE of Maria Antonia, Puerto Rico",earthquake,0.56,0.63,0.32,16,reviewed,pr,pr
2020-08-01T11:13:27.110Z,38.0475,-118.738,4.9,1.1,ml,10,131.15,0.278,0.1,nn,nn00764884,2020-08-01T11:37:11.318Z,"34 km NW of Benton, California",earthquake,,1.5,,,automatic,nn,nn
2020-08-01T11:12:52.350Z,38.2083,-117.9122,14.2,0.4,ml,10,115.08,0.058,0.08,nn,nn00764885,2020-08-01T11:37:18.905Z,"26 km SE of Mina, Nevada",earthquake,,9.3,,,automatic,nn,nn
2020-08-01T11:12:00.180Z,33.2978333,-116.1433333,7.29,1.72,ml,81,26,0.1331,0.19,ci,ci39326287,2020-08-04T17:38:53.090Z,"17km N of Ocotillo Wells, CA",earthquake,0.12,0.57,0.112,68,reviewed,ci,ci
2020-08-01T11:06:31.350Z,33.6795,-116.7306667,14.67,0.45,ml,20,92,0.03445,0.11,ci,ci39326279,2020-08-04T17:14:26.037Z,"7km S of Idyllwild, CA",earthquake,0.27,0.43,0.1,4,reviewed,ci,ci
2020-08-01T10:56:43.723Z,60.3399,-141.4326,0,1.6,ml,,,,1.07,ak,ak0209u3ap78,2020-08-04T05:11:26.393Z,"129 km NW of Yakutat, Alaska",ice quake,,0.6,,,automatic,ak,ak
2020-08-01T10:53:40.660Z,19.4911666666667,-155.597833333333,-1.22,1.3,md,39,54,,0.2,hv,hv72070287,2020-08-07T00:08:25.790Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.32,0.2,0.134677797732312,18,reviewed,hv,hv
2020-08-01T10:52:08.170Z,17.9308,-66.9331,9,2.27,md,13,221,0.1176,0.18,pr,pr2020214009,2020-08-10T03:04:03.422Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.68,0.93,0.23,10,reviewed,pr,pr
2020-08-01T10:51:58.640Z,37.4646667,-118.8055,4.22,1.89,md,23,133,0.1128,0.05,nc,nc73436871,2020-08-04T03:21:05.392Z,"16km SW of Toms Place, CA",earthquake,0.28,1.47,0.208,20,reviewed,nc,nc
2020-08-01T10:49:35.060Z,35.6701667,-117.5135,9.49,0.51,ml,17,81,0.09336,0.16,ci,ci39326271,2020-08-04T17:06:26.956Z,"15km SW of Searles Valley, CA",earthquake,0.29,0.8,0.069,4,reviewed,ci,ci
2020-08-01T10:39:05.540Z,69.4133,-144.9208,29.8,1.3,ml,,,,0.84,ak,ak0209u36z2y,2020-08-04T05:11:26.070Z,"94 km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-08-01T10:38:45.714Z,63.0894,-150.4867,104.3,0.9,ml,,,,0.29,ak,ak0209u36ua0,2020-08-04T05:11:19.278Z,"67 km NNE of Petersville, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-08-01T10:37:21.242Z,64.9828,-148.8972,0,1,ml,,,,0.85,ak,ak0209u36kv3,2020-08-04T05:11:18.947Z,"28 km SE of Minto, Alaska",earthquake,,0.5,,,automatic,ak,ak
